dataset,div_conq,sw_size,strategy_param,dataset_length
data/ARG/Small-result-b29.tgf.pl,1,1,0,18
data/ARG/Small-result-b29.tgf.pl,1,1,1,18
data/ARG/Small-result-b29.tgf.pl,1,1,2,18
data/ARG/Small-result-b29.tgf.pl,1,1,3,18
data/ARG/Small-result-b29.tgf.pl,1,5,0,18
data/ARG/Small-result-b29.tgf.pl,1,5,1,18
data/ARG/Small-result-b29.tgf.pl,1,5,2,18
data/ARG/Small-result-b29.tgf.pl,1,5,3,18
data/ARG/Small-result-b29.tgf.pl,1,10,0,18
data/ARG/Small-result-b29.tgf.pl,1,10,1,18
data/ARG/Small-result-b29.tgf.pl,1,10,2,18
data/ARG/Small-result-b29.tgf.pl,1,10,3,18
data/ARG/Small-result-b3.tgf.pl,0,1,0,12
data/ARG/Small-result-b3.tgf.pl,0,1,1,12
data/ARG/Small-result-b3.tgf.pl,0,1,2,12
data/ARG/Small-result-b3.tgf.pl,0,1,3,12
data/ARG/Small-result-b3.tgf.pl,0,5,0,12
data/ARG/Small-result-b3.tgf.pl,0,5,1,12
data/ARG/Small-result-b3.tgf.pl,0,5,2,12
data/ARG/Small-result-b3.tgf.pl,0,5,3,12
data/ARG/Small-result-b3.tgf.pl,0,10,0,12
data/ARG/Small-result-b3.tgf.pl,0,10,1,12
data/ARG/Small-result-b3.tgf.pl,0,10,2,12
data/ARG/Small-result-b3.tgf.pl,0,10,3,12
data/ARG/Small-result-b3.tgf.pl,1,1,0,12
data/ARG/Small-result-b3.tgf.pl,1,1,1,12
data/ARG/Small-result-b3.tgf.pl,1,1,2,12
data/ARG/Small-result-b3.tgf.pl,1,1,3,12
data/ARG/Small-result-b3.tgf.pl,1,5,0,12
data/ARG/Small-result-b3.tgf.pl,1,5,1,12
data/ARG/Small-result-b3.tgf.pl,1,5,2,12
data/ARG/Small-result-b3.tgf.pl,1,5,3,12
data/ARG/Small-result-b3.tgf.pl,1,10,0,12
data/ARG/Small-result-b3.tgf.pl,1,10,1,12
data/ARG/Small-result-b3.tgf.pl,1,10,2,12
data/ARG/Small-result-b3.tgf.pl,1,10,3,12
data/ARG/Small-result-b30.tgf.pl,0,1,0,17
data/ARG/Small-result-b30.tgf.pl,0,1,1,17
data/ARG/Small-result-b30.tgf.pl,0,1,2,17
data/ARG/Small-result-b30.tgf.pl,0,1,3,17
data/ARG/Small-result-b30.tgf.pl,0,5,0,17
data/ARG/Small-result-b30.tgf.pl,0,5,1,17
data/ARG/Small-result-b30.tgf.pl,0,5,2,17
data/ARG/Small-result-b30.tgf.pl,0,5,3,17
data/ARG/Small-result-b30.tgf.pl,0,10,0,17
data/ARG/Small-result-b30.tgf.pl,0,10,1,17
data/ARG/Small-result-b30.tgf.pl,0,10,2,17
data/ARG/Small-result-b30.tgf.pl,0,10,3,17
data/ARG/Small-result-b30.tgf.pl,1,1,0,17
data/ARG/Small-result-b30.tgf.pl,1,1,1,17
data/ARG/Small-result-b30.tgf.pl,1,1,2,17
data/ARG/Small-result-b30.tgf.pl,1,1,3,17
data/ARG/Small-result-b30.tgf.pl,1,5,0,17
data/ARG/Small-result-b30.tgf.pl,1,5,1,17
data/ARG/Small-result-b30.tgf.pl,1,5,2,17
data/ARG/Small-result-b30.tgf.pl,1,5,3,17
data/ARG/Small-result-b30.tgf.pl,1,10,0,17
data/ARG/Small-result-b30.tgf.pl,1,10,1,17
data/ARG/Small-result-b30.tgf.pl,1,10,2,17
data/ARG/Small-result-b30.tgf.pl,1,10,3,17
data/ARG/Small-result-b31.tgf.pl,0,1,0,22
data/ARG/Small-result-b31.tgf.pl,0,1,1,22
data/ARG/Small-result-b31.tgf.pl,0,1,2,22
data/ARG/Small-result-b31.tgf.pl,0,1,3,22
data/ARG/Small-result-b31.tgf.pl,0,5,0,22
data/ARG/Small-result-b31.tgf.pl,0,5,1,22
data/ARG/Small-result-b31.tgf.pl,0,5,2,22
data/ARG/Small-result-b31.tgf.pl,0,5,3,22
data/ARG/Small-result-b31.tgf.pl,0,10,0,22
data/ARG/Small-result-b31.tgf.pl,0,10,1,22
data/ARG/Small-result-b31.tgf.pl,0,10,2,22
data/ARG/Small-result-b31.tgf.pl,0,10,3,22
data/ARG/Small-result-b31.tgf.pl,1,1,0,22
data/ARG/Small-result-b31.tgf.pl,1,1,1,22
data/ARG/Small-result-b31.tgf.pl,1,1,2,22
data/ARG/Small-result-b31.tgf.pl,1,1,3,22
data/ARG/Small-result-b31.tgf.pl,1,5,0,22
data/ARG/Small-result-b31.tgf.pl,1,5,1,22
data/ARG/Small-result-b31.tgf.pl,1,5,2,22
data/ARG/Small-result-b31.tgf.pl,1,5,3,22
data/ARG/Small-result-b31.tgf.pl,1,10,0,22
data/ARG/Small-result-b31.tgf.pl,1,10,1,22
data/ARG/Small-result-b31.tgf.pl,1,10,2,22
data/ARG/Small-result-b31.tgf.pl,1,10,3,22
data/ARG/Small-result-b33.tgf.pl,0,1,0,10
data/ARG/Small-result-b33.tgf.pl,0,1,1,10
data/ARG/Small-result-b33.tgf.pl,0,1,2,10
data/ARG/Small-result-b33.tgf.pl,0,1,3,10
data/ARG/Small-result-b33.tgf.pl,0,5,0,10
data/ARG/Small-result-b33.tgf.pl,0,5,1,10
data/ARG/Small-result-b33.tgf.pl,0,5,2,10
data/ARG/Small-result-b33.tgf.pl,0,5,3,10
data/ARG/Small-result-b33.tgf.pl,1,1,0,10
data/ARG/Small-result-b33.tgf.pl,1,1,1,10
data/ARG/Small-result-b33.tgf.pl,1,1,2,10
data/ARG/Small-result-b33.tgf.pl,1,1,3,10
data/ARG/Small-result-b33.tgf.pl,1,5,0,10
data/ARG/Small-result-b33.tgf.pl,1,5,1,10
data/ARG/Small-result-b33.tgf.pl,1,5,2,10
data/ARG/Small-result-b33.tgf.pl,1,5,3,10
data/ARG/Small-result-b34.tgf.pl,0,1,0,10
data/ARG/Small-result-b34.tgf.pl,0,1,1,10
data/ARG/Small-result-b34.tgf.pl,0,1,2,10
data/ARG/Small-result-b34.tgf.pl,0,1,3,10
data/ARG/Small-result-b34.tgf.pl,0,5,0,10
data/ARG/Small-result-b34.tgf.pl,0,5,1,10
data/ARG/Small-result-b34.tgf.pl,0,5,2,10
data/ARG/Small-result-b34.tgf.pl,0,5,3,10
data/ARG/Small-result-b34.tgf.pl,1,1,0,10
data/ARG/Small-result-b34.tgf.pl,1,1,1,10
data/ARG/Small-result-b34.tgf.pl,1,1,2,10
data/ARG/Small-result-b34.tgf.pl,1,1,3,10
data/ARG/Small-result-b34.tgf.pl,1,5,0,10
data/ARG/Small-result-b34.tgf.pl,1,5,1,10
data/ARG/Small-result-b34.tgf.pl,1,5,2,10
data/ARG/Small-result-b34.tgf.pl,1,5,3,10
data/ARG/Small-result-b35.tgf.pl,0,1,0,8
data/ARG/Small-result-b35.tgf.pl,0,1,1,8
data/ARG/Small-result-b35.tgf.pl,0,1,2,8
data/ARG/Small-result-b35.tgf.pl,0,1,3,8
data/ARG/Small-result-b35.tgf.pl,0,5,0,8
data/ARG/Small-result-b35.tgf.pl,0,5,1,8
data/ARG/Small-result-b35.tgf.pl,0,5,2,8
data/ARG/Small-result-b35.tgf.pl,0,5,3,8
data/ARG/Small-result-b35.tgf.pl,1,1,0,8
data/ARG/Small-result-b35.tgf.pl,1,1,1,8
data/ARG/Small-result-b35.tgf.pl,1,1,2,8
data/ARG/Small-result-b35.tgf.pl,1,1,3,8
data/ARG/Small-result-b35.tgf.pl,1,5,0,8
data/ARG/Small-result-b35.tgf.pl,1,5,1,8
data/ARG/Small-result-b35.tgf.pl,1,5,2,8
data/ARG/Small-result-b35.tgf.pl,1,5,3,8
data/ARG/Small-result-b36.tgf.pl,0,1,0,23
data/ARG/Small-result-b36.tgf.pl,0,1,1,23
data/ARG/Small-result-b36.tgf.pl,0,1,2,23
data/ARG/Small-result-b36.tgf.pl,0,1,3,23
data/ARG/Small-result-b36.tgf.pl,0,5,0,23
data/ARG/Small-result-b36.tgf.pl,0,5,1,23
data/ARG/Small-result-b36.tgf.pl,0,5,2,23
data/ARG/Small-result-b36.tgf.pl,0,5,3,23
data/ARG/Small-result-b36.tgf.pl,0,10,0,23
data/ARG/Small-result-b36.tgf.pl,0,10,1,23
data/ARG/Small-result-b36.tgf.pl,0,10,2,23
data/ARG/Small-result-b36.tgf.pl,0,10,3,23
data/ARG/Small-result-b36.tgf.pl,1,1,0,23
data/ARG/Small-result-b36.tgf.pl,1,1,1,23
data/ARG/Small-result-b36.tgf.pl,1,1,2,23
data/ARG/Small-result-b36.tgf.pl,1,1,3,23
data/ARG/Small-result-b36.tgf.pl,1,5,0,23
data/ARG/Small-result-b36.tgf.pl,1,5,1,23
data/ARG/Small-result-b36.tgf.pl,1,5,2,23
data/ARG/Small-result-b36.tgf.pl,1,5,3,23
data/ARG/Small-result-b36.tgf.pl,1,10,0,23
data/ARG/Small-result-b36.tgf.pl,1,10,1,23
data/ARG/Small-result-b36.tgf.pl,1,10,2,23
data/ARG/Small-result-b36.tgf.pl,1,10,3,23
data/ARG/Small-result-b37.tgf.pl,0,1,0,21
data/ARG/Small-result-b37.tgf.pl,0,1,1,21
data/ARG/Small-result-b37.tgf.pl,0,1,2,21
data/ARG/Small-result-b37.tgf.pl,0,1,3,21
data/ARG/Small-result-b37.tgf.pl,0,5,0,21
data/ARG/Small-result-b37.tgf.pl,0,5,1,21
data/ARG/Small-result-b37.tgf.pl,0,5,2,21
data/ARG/Small-result-b37.tgf.pl,0,5,3,21
data/ARG/Small-result-b37.tgf.pl,0,10,0,21
data/ARG/Small-result-b37.tgf.pl,0,10,1,21
data/ARG/Small-result-b37.tgf.pl,0,10,2,21
data/ARG/Small-result-b37.tgf.pl,0,10,3,21
data/ARG/Small-result-b37.tgf.pl,1,1,0,21
data/ARG/Small-result-b37.tgf.pl,1,1,1,21
data/ARG/Small-result-b37.tgf.pl,1,1,2,21
data/ARG/Small-result-b37.tgf.pl,1,1,3,21
data/ARG/Small-result-b37.tgf.pl,1,5,0,21
data/ARG/Small-result-b37.tgf.pl,1,5,1,21
data/ARG/Small-result-b37.tgf.pl,1,5,2,21
data/ARG/Small-result-b37.tgf.pl,1,5,3,21
data/ARG/Small-result-b37.tgf.pl,1,10,0,21
data/ARG/Small-result-b37.tgf.pl,1,10,1,21
data/ARG/Small-result-b37.tgf.pl,1,10,2,21
data/ARG/Small-result-b37.tgf.pl,1,10,3,21
data/ARG/Small-result-b38.tgf.pl,0,1,0,14
data/ARG/Small-result-b38.tgf.pl,0,1,1,14
data/ARG/Small-result-b38.tgf.pl,0,1,2,14
data/ARG/Small-result-b38.tgf.pl,0,1,3,14
data/ARG/Small-result-b38.tgf.pl,0,5,0,14
data/ARG/Small-result-b38.tgf.pl,0,5,1,14
data/ARG/Small-result-b38.tgf.pl,0,5,2,14
data/ARG/Small-result-b38.tgf.pl,0,5,3,14
data/ARG/Small-result-b38.tgf.pl,0,10,0,14
data/ARG/Small-result-b38.tgf.pl,0,10,1,14
data/ARG/Small-result-b38.tgf.pl,0,10,2,14
data/ARG/Small-result-b38.tgf.pl,0,10,3,14
data/ARG/Small-result-b38.tgf.pl,1,1,0,14
data/ARG/Small-result-b38.tgf.pl,1,1,1,14
data/ARG/Small-result-b38.tgf.pl,1,1,2,14
data/ARG/Small-result-b38.tgf.pl,1,1,3,14
data/ARG/Small-result-b38.tgf.pl,1,5,0,14
data/ARG/Small-result-b38.tgf.pl,1,5,1,14
data/ARG/Small-result-b38.tgf.pl,1,5,2,14
data/ARG/Small-result-b38.tgf.pl,1,5,3,14
data/ARG/Small-result-b38.tgf.pl,1,10,0,14
data/ARG/Small-result-b38.tgf.pl,1,10,1,14
data/ARG/Small-result-b38.tgf.pl,1,10,2,14
data/ARG/Small-result-b38.tgf.pl,1,10,3,14
data/ARG/Small-result-b39.tgf.pl,0,1,0,19
data/ARG/Small-result-b39.tgf.pl,0,1,1,19
data/ARG/Small-result-b39.tgf.pl,0,1,2,19
data/ARG/Small-result-b39.tgf.pl,0,1,3,19
data/ARG/Small-result-b39.tgf.pl,0,5,0,19
data/ARG/Small-result-b39.tgf.pl,0,5,1,19
data/ARG/Small-result-b39.tgf.pl,0,5,2,19
data/ARG/Small-result-b39.tgf.pl,0,5,3,19
data/ARG/Small-result-b39.tgf.pl,0,10,0,19
data/ARG/Small-result-b39.tgf.pl,0,10,1,19
data/ARG/Small-result-b39.tgf.pl,0,10,2,19
data/ARG/Small-result-b39.tgf.pl,0,10,3,19
data/ARG/Small-result-b39.tgf.pl,1,1,0,19
data/ARG/Small-result-b39.tgf.pl,1,1,1,19
data/ARG/Small-result-b39.tgf.pl,1,1,2,19
data/ARG/Small-result-b39.tgf.pl,1,1,3,19
data/ARG/Small-result-b39.tgf.pl,1,5,0,19
data/ARG/Small-result-b39.tgf.pl,1,5,1,19
data/ARG/Small-result-b39.tgf.pl,1,5,2,19
data/ARG/Small-result-b39.tgf.pl,1,5,3,19
data/ARG/Small-result-b39.tgf.pl,1,10,0,19
data/ARG/Small-result-b39.tgf.pl,1,10,1,19
data/ARG/Small-result-b39.tgf.pl,1,10,2,19
data/ARG/Small-result-b39.tgf.pl,1,10,3,19
data/ARG/Small-result-b4.tgf.pl,0,1,0,25
data/ARG/Small-result-b4.tgf.pl,0,1,1,25
data/ARG/Small-result-b4.tgf.pl,0,1,2,25
data/ARG/Small-result-b4.tgf.pl,0,1,3,25
data/ARG/Small-result-b4.tgf.pl,0,5,0,25
data/ARG/Small-result-b4.tgf.pl,0,5,1,25
data/ARG/Small-result-b4.tgf.pl,0,5,2,25
data/ARG/Small-result-b4.tgf.pl,0,5,3,25
data/ARG/Small-result-b4.tgf.pl,0,10,0,25
data/ARG/Small-result-b4.tgf.pl,0,10,1,25
data/ARG/Small-result-b4.tgf.pl,0,10,2,25
data/ARG/Small-result-b4.tgf.pl,0,10,3,25
data/ARG/Small-result-b4.tgf.pl,1,1,0,25
data/ARG/Small-result-b4.tgf.pl,1,1,1,25
data/ARG/Small-result-b4.tgf.pl,1,1,2,25
data/ARG/Small-result-b4.tgf.pl,1,1,3,25
data/ARG/Small-result-b4.tgf.pl,1,5,0,25
data/ARG/Small-result-b4.tgf.pl,1,5,1,25
data/ARG/Small-result-b4.tgf.pl,1,5,2,25
data/ARG/Small-result-b4.tgf.pl,1,5,3,25
data/ARG/Small-result-b4.tgf.pl,1,10,0,25
data/ARG/Small-result-b4.tgf.pl,1,10,1,25
data/ARG/Small-result-b4.tgf.pl,1,10,2,25
data/ARG/Small-result-b4.tgf.pl,1,10,3,25
data/ARG/Small-result-b40.tgf.pl,0,1,0,16
data/ARG/Small-result-b40.tgf.pl,0,1,1,16
data/ARG/Small-result-b40.tgf.pl,0,1,2,16
data/ARG/Small-result-b40.tgf.pl,0,1,3,16
data/ARG/Small-result-b40.tgf.pl,0,5,0,16
data/ARG/Small-result-b40.tgf.pl,0,5,1,16
data/ARG/Small-result-b40.tgf.pl,0,5,2,16
data/ARG/Small-result-b40.tgf.pl,0,5,3,16
data/ARG/Small-result-b40.tgf.pl,0,10,0,16
data/ARG/Small-result-b40.tgf.pl,0,10,1,16
data/ARG/Small-result-b40.tgf.pl,0,10,2,16
data/ARG/Small-result-b40.tgf.pl,0,10,3,16
data/ARG/Small-result-b40.tgf.pl,1,1,0,16
data/ARG/Small-result-b40.tgf.pl,1,1,1,16
data/ARG/Small-result-b40.tgf.pl,1,1,2,16
data/ARG/Small-result-b40.tgf.pl,1,1,3,16
data/ARG/Small-result-b40.tgf.pl,1,5,0,16
data/ARG/Small-result-b40.tgf.pl,1,5,1,16
data/ARG/Small-result-b40.tgf.pl,1,5,2,16
data/ARG/Small-result-b40.tgf.pl,1,5,3,16
data/ARG/Small-result-b40.tgf.pl,1,10,0,16
data/ARG/Small-result-b40.tgf.pl,1,10,1,16
data/ARG/Small-result-b40.tgf.pl,1,10,2,16
data/ARG/Small-result-b40.tgf.pl,1,10,3,16
data/ARG/Small-result-b41.tgf.pl,0,1,0,8
data/ARG/Small-result-b41.tgf.pl,0,1,1,8
data/ARG/Small-result-b41.tgf.pl,0,1,2,8
data/ARG/Small-result-b41.tgf.pl,0,1,3,8
data/ARG/Small-result-b41.tgf.pl,0,5,0,8
data/ARG/Small-result-b41.tgf.pl,0,5,1,8
data/ARG/Small-result-b41.tgf.pl,0,5,2,8
data/ARG/Small-result-b41.tgf.pl,0,5,3,8
data/ARG/Small-result-b41.tgf.pl,1,1,0,8
data/ARG/Small-result-b41.tgf.pl,1,1,1,8
data/ARG/Small-result-b41.tgf.pl,1,1,2,8
data/ARG/Small-result-b41.tgf.pl,1,1,3,8
data/ARG/Small-result-b41.tgf.pl,1,5,0,8
data/ARG/Small-result-b41.tgf.pl,1,5,1,8
data/ARG/Small-result-b41.tgf.pl,1,5,2,8
data/ARG/Small-result-b41.tgf.pl,1,5,3,8
data/ARG/Small-result-b42.tgf.pl,0,1,0,16
data/ARG/Small-result-b42.tgf.pl,0,1,1,16
data/ARG/Small-result-b42.tgf.pl,0,1,2,16
data/ARG/Small-result-b42.tgf.pl,0,1,3,16
data/ARG/Small-result-b42.tgf.pl,0,5,0,16
data/ARG/Small-result-b42.tgf.pl,0,5,1,16
data/ARG/Small-result-b42.tgf.pl,0,5,2,16
data/ARG/Small-result-b42.tgf.pl,0,5,3,16
data/ARG/Small-result-b42.tgf.pl,0,10,0,16
data/ARG/Small-result-b42.tgf.pl,0,10,1,16
data/ARG/Small-result-b42.tgf.pl,0,10,2,16
data/ARG/Small-result-b42.tgf.pl,0,10,3,16
data/ARG/Small-result-b42.tgf.pl,1,1,0,16
data/ARG/Small-result-b42.tgf.pl,1,1,1,16
data/ARG/Small-result-b42.tgf.pl,1,1,2,16
data/ARG/Small-result-b42.tgf.pl,1,1,3,16
data/ARG/Small-result-b42.tgf.pl,1,5,0,16
data/ARG/Small-result-b42.tgf.pl,1,5,1,16
data/ARG/Small-result-b42.tgf.pl,1,5,2,16
data/ARG/Small-result-b42.tgf.pl,1,5,3,16
data/ARG/Small-result-b42.tgf.pl,1,10,0,16
data/ARG/Small-result-b42.tgf.pl,1,10,1,16
data/ARG/Small-result-b42.tgf.pl,1,10,2,16
data/ARG/Small-result-b42.tgf.pl,1,10,3,16
data/ARG/Small-result-b43.tgf.pl,0,1,0,13
data/ARG/Small-result-b43.tgf.pl,0,1,1,13
data/ARG/Small-result-b43.tgf.pl,0,1,2,13
data/ARG/Small-result-b43.tgf.pl,0,1,3,13
data/ARG/Small-result-b43.tgf.pl,0,5,0,13
data/ARG/Small-result-b43.tgf.pl,0,5,1,13
data/ARG/Small-result-b43.tgf.pl,0,5,2,13
data/ARG/Small-result-b43.tgf.pl,0,5,3,13
data/ARG/Small-result-b43.tgf.pl,0,10,0,13
data/ARG/Small-result-b43.tgf.pl,0,10,1,13
data/ARG/Small-result-b43.tgf.pl,0,10,2,13
data/ARG/Small-result-b43.tgf.pl,0,10,3,13
data/ARG/Small-result-b43.tgf.pl,1,1,0,13
data/ARG/Small-result-b43.tgf.pl,1,1,1,13
data/ARG/Small-result-b43.tgf.pl,1,1,2,13
data/ARG/Small-result-b43.tgf.pl,1,1,3,13
data/ARG/Small-result-b43.tgf.pl,1,5,0,13
data/ARG/Small-result-b43.tgf.pl,1,5,1,13
data/ARG/Small-result-b43.tgf.pl,1,5,2,13
data/ARG/Small-result-b43.tgf.pl,1,5,3,13
data/ARG/Small-result-b43.tgf.pl,1,10,0,13
data/ARG/Small-result-b43.tgf.pl,1,10,1,13
data/ARG/Small-result-b43.tgf.pl,1,10,2,13
data/ARG/Small-result-b43.tgf.pl,1,10,3,13
data/ARG/Small-result-b45.tgf.pl,0,1,0,29
data/ARG/Small-result-b45.tgf.pl,0,1,1,29
data/ARG/Small-result-b45.tgf.pl,0,1,2,29
data/ARG/Small-result-b45.tgf.pl,0,1,3,29
data/ARG/Small-result-b45.tgf.pl,0,5,0,29
data/ARG/Small-result-b45.tgf.pl,0,5,1,29
data/ARG/Small-result-b45.tgf.pl,0,5,2,29
data/ARG/Small-result-b45.tgf.pl,0,5,3,29
data/ARG/Small-result-b45.tgf.pl,0,10,0,29
data/ARG/Small-result-b45.tgf.pl,0,10,1,29
data/ARG/Small-result-b45.tgf.pl,0,10,2,29
data/ARG/Small-result-b45.tgf.pl,0,10,3,29
data/ARG/Small-result-b45.tgf.pl,1,1,0,29
data/ARG/Small-result-b45.tgf.pl,1,1,1,29
data/ARG/Small-result-b45.tgf.pl,1,1,2,29
data/ARG/Small-result-b45.tgf.pl,1,1,3,29
data/ARG/Small-result-b45.tgf.pl,1,5,0,29
data/ARG/Small-result-b45.tgf.pl,1,5,1,29
data/ARG/Small-result-b45.tgf.pl,1,5,2,29
data/ARG/Small-result-b45.tgf.pl,1,5,3,29
data/ARG/Small-result-b45.tgf.pl,1,10,0,29
data/ARG/Small-result-b45.tgf.pl,1,10,1,29
data/ARG/Small-result-b45.tgf.pl,1,10,2,29
data/ARG/Small-result-b45.tgf.pl,1,10,3,29
data/ARG/Small-result-b47.tgf.pl,0,1,0,25
data/ARG/Small-result-b47.tgf.pl,0,1,1,25
data/ARG/Small-result-b47.tgf.pl,0,1,2,25
data/ARG/Small-result-b47.tgf.pl,0,1,3,25
data/ARG/Small-result-b47.tgf.pl,0,5,0,25
data/ARG/Small-result-b47.tgf.pl,0,5,1,25
data/ARG/Small-result-b47.tgf.pl,0,5,2,25
data/ARG/Small-result-b47.tgf.pl,0,5,3,25
data/ARG/Small-result-b47.tgf.pl,0,10,0,25
data/ARG/Small-result-b47.tgf.pl,0,10,1,25
data/ARG/Small-result-b47.tgf.pl,0,10,2,25
data/ARG/Small-result-b47.tgf.pl,0,10,3,25
data/ARG/Small-result-b47.tgf.pl,1,1,0,25
data/ARG/Small-result-b47.tgf.pl,1,1,1,25
data/ARG/Small-result-b47.tgf.pl,1,1,2,25
data/ARG/Small-result-b47.tgf.pl,1,1,3,25
data/ARG/Small-result-b47.tgf.pl,1,5,0,25
data/ARG/Small-result-b47.tgf.pl,1,5,1,25
data/ARG/Small-result-b47.tgf.pl,1,5,2,25
data/ARG/Small-result-b47.tgf.pl,1,5,3,25
data/ARG/Small-result-b47.tgf.pl,1,10,0,25
data/ARG/Small-result-b47.tgf.pl,1,10,1,25
data/ARG/Small-result-b47.tgf.pl,1,10,2,25
data/ARG/Small-result-b47.tgf.pl,1,10,3,25
data/ARG/Small-result-b48.tgf.pl,0,1,0,30
data/ARG/Small-result-b48.tgf.pl,0,1,1,30
data/ARG/Small-result-b48.tgf.pl,0,1,2,30
data/ARG/Small-result-b48.tgf.pl,0,1,3,30
data/ARG/Small-result-b48.tgf.pl,0,5,0,30
data/ARG/Small-result-b48.tgf.pl,0,5,1,30
data/ARG/Small-result-b48.tgf.pl,0,5,2,30
data/ARG/Small-result-b48.tgf.pl,0,5,3,30
data/ARG/Small-result-b48.tgf.pl,0,10,0,30
data/ARG/Small-result-b48.tgf.pl,0,10,1,30
data/ARG/Small-result-b48.tgf.pl,0,10,2,30
data/ARG/Small-result-b48.tgf.pl,0,10,3,30
data/ARG/Small-result-b48.tgf.pl,1,1,0,30
data/ARG/Small-result-b48.tgf.pl,1,1,1,30
data/ARG/Small-result-b48.tgf.pl,1,1,2,30
data/ARG/Small-result-b48.tgf.pl,1,1,3,30
data/ARG/Small-result-b48.tgf.pl,1,5,0,30
data/ARG/Small-result-b48.tgf.pl,1,5,1,30
data/ARG/Small-result-b48.tgf.pl,1,5,2,30
data/ARG/Small-result-b48.tgf.pl,1,5,3,30
data/ARG/Small-result-b48.tgf.pl,1,10,0,30
data/ARG/Small-result-b48.tgf.pl,1,10,1,30
data/ARG/Small-result-b48.tgf.pl,1,10,2,30
data/ARG/Small-result-b48.tgf.pl,1,10,3,30
data/ARG/Small-result-b57.tgf.pl,0,1,0,13
data/ARG/Small-result-b57.tgf.pl,0,1,1,13
data/ARG/Small-result-b57.tgf.pl,0,1,2,13
data/ARG/Small-result-b57.tgf.pl,0,1,3,13
data/ARG/Small-result-b57.tgf.pl,0,5,0,13
data/ARG/Small-result-b57.tgf.pl,0,5,1,13
data/ARG/Small-result-b57.tgf.pl,0,5,2,13
data/ARG/Small-result-b57.tgf.pl,0,5,3,13
data/ARG/Small-result-b57.tgf.pl,0,10,0,13
data/ARG/Small-result-b57.tgf.pl,0,10,1,13
data/ARG/Small-result-b57.tgf.pl,0,10,2,13
data/ARG/Small-result-b57.tgf.pl,0,10,3,13
data/ARG/Small-result-b57.tgf.pl,1,1,0,13
data/ARG/Small-result-b57.tgf.pl,1,1,1,13
data/ARG/Small-result-b57.tgf.pl,1,1,2,13
data/ARG/Small-result-b57.tgf.pl,1,1,3,13
data/ARG/Small-result-b57.tgf.pl,1,5,0,13
data/ARG/Small-result-b57.tgf.pl,1,5,1,13
data/ARG/Small-result-b57.tgf.pl,1,5,2,13
data/ARG/Small-result-b57.tgf.pl,1,5,3,13
data/ARG/Small-result-b57.tgf.pl,1,10,0,13
data/ARG/Small-result-b57.tgf.pl,1,10,1,13
data/ARG/Small-result-b57.tgf.pl,1,10,2,13
data/ARG/Small-result-b57.tgf.pl,1,10,3,13
data/ARG/Small-result-b58.tgf.pl,0,1,0,9
data/ARG/Small-result-b58.tgf.pl,0,1,1,9
data/ARG/Small-result-b58.tgf.pl,0,1,2,9
data/ARG/Small-result-b58.tgf.pl,0,1,3,9
data/ARG/Small-result-b58.tgf.pl,0,5,0,9
data/ARG/Small-result-b58.tgf.pl,0,5,1,9
data/ARG/Small-result-b58.tgf.pl,0,5,2,9
data/ARG/Small-result-b58.tgf.pl,0,5,3,9
data/ARG/Small-result-b58.tgf.pl,1,1,0,9
data/ARG/Small-result-b58.tgf.pl,1,1,1,9
data/ARG/Small-result-b58.tgf.pl,1,1,2,9
data/ARG/Small-result-b58.tgf.pl,1,1,3,9
data/ARG/Small-result-b58.tgf.pl,1,5,0,9
data/ARG/Small-result-b58.tgf.pl,1,5,1,9
data/ARG/Small-result-b58.tgf.pl,1,5,2,9
data/ARG/Small-result-b58.tgf.pl,1,5,3,9
data/ARG/Small-result-b69.tgf.pl,0,1,0,28
data/ARG/Small-result-b69.tgf.pl,0,1,1,28
data/ARG/Small-result-b69.tgf.pl,0,1,2,28
data/ARG/Small-result-b69.tgf.pl,0,1,3,28
data/ARG/Small-result-b69.tgf.pl,0,5,0,28
data/ARG/Small-result-b69.tgf.pl,0,5,1,28
data/ARG/Small-result-b69.tgf.pl,0,5,2,28
data/ARG/Small-result-b69.tgf.pl,0,5,3,28
data/ARG/Small-result-b69.tgf.pl,0,10,0,28
data/ARG/Small-result-b69.tgf.pl,0,10,1,28
data/ARG/Small-result-b69.tgf.pl,0,10,2,28
data/ARG/Small-result-b69.tgf.pl,0,10,3,28
data/ARG/Small-result-b69.tgf.pl,1,1,0,28
data/ARG/Small-result-b69.tgf.pl,1,1,1,28
data/ARG/Small-result-b69.tgf.pl,1,1,2,28
data/ARG/Small-result-b69.tgf.pl,1,1,3,28
data/ARG/Small-result-b69.tgf.pl,1,5,0,28
data/ARG/Small-result-b69.tgf.pl,1,5,1,28
data/ARG/Small-result-b69.tgf.pl,1,5,2,28
data/ARG/Small-result-b69.tgf.pl,1,5,3,28
data/ARG/Small-result-b69.tgf.pl,1,10,0,28
data/ARG/Small-result-b69.tgf.pl,1,10,1,28
data/ARG/Small-result-b69.tgf.pl,1,10,2,28
data/ARG/Small-result-b69.tgf.pl,1,10,3,28
data/ARG/Small-result-b70.tgf.pl,0,1,0,29
data/ARG/Small-result-b70.tgf.pl,0,1,1,29
data/ARG/Small-result-b70.tgf.pl,0,1,2,29
data/ARG/Small-result-b70.tgf.pl,0,1,3,29
data/ARG/Small-result-b70.tgf.pl,0,5,0,29
